index_num,Station ID,Precipitation (Inches),Average Precipitation,Percent of Average,Month,Year
4681,CAL,1.06,3.68,29,1,2009
4682,CAL,2.37,2.58,92,2,2009
4683,CAL,1.82,2.14,85,3,2009
4684,CAL,2.15,1.38,156,4,2009
4685,CAL,1.76,0.83,212,5,2009
4686,CAL,2.1,0.67,313,6,2009
4687,CAL,0.0,0.18,0,7,2009
4688,CAL,0.22,0.29,76,8,2009
4689,CAL,0.12,0.48,25,9,2009
4690,CAL,2.12,1.4,151,10,2009
4691,CAL,1.43,2.75,52,11,2009
4692,CAL,1.06,3.67,29,12,2009
4693,CAL,5.48,3.68,149,1,2010
4694,CAL,2.21,2.58,86,2,2010
4695,CAL,1.91,2.14,89,3,2010
4696,CAL,3.96,1.38,287,4,2010
4697,CAL,0.68,0.83,82,5,2010
4698,CAL,0.55,0.67,82,6,2010
4699,CAL,0.28,0.18,156,7,2010
4700,CAL,0.05,0.29,17,8,2010
4701,CAL,0.5,0.48,104,9,2010
4702,CAL,4.34,1.4,310,10,2010
4703,CAL,1.66,2.75,60,11,2010
4704,CAL,5.65,3.67,154,12,2010
4705,CAL,0.91,3.68,25,1,2011
4706,CAL,1.06,2.58,41,2,2011
4707,CAL,5.42,2.14,253,3,2011
4708,CAL,0.96,1.38,70,4,2011
4709,CAL,1.54,0.83,186,5,2011
4710,CAL,1.42,0.67,212,6,2011
4711,CAL,0.42,0.18,233,7,2011
4712,CAL,0.23,0.29,79,8,2011
4713,CAL,0.09,0.48,19,9,2011
4714,CAL,0.99,1.4,71,10,2011
4715,CAL,0.91,2.75,33,11,2011
4716,CAL,0.63,3.67,17,12,2011
4717,CAL,3.85,3.68,105,1,2012
4718,CAL,1.0,2.58,39,2,2012
4719,CAL,4.95,2.14,231,3,2012
4720,CAL,1.96,1.38,142,4,2012
4721,CAL,0.44,0.83,53,5,2012
4722,CAL,0.76,0.67,113,6,2012
4723,CAL,0.12,0.18,67,7,2012
4724,CAL,0.0,0.29,0,8,2012
4725,CAL,0.0,0.48,0,9,2012
4726,CAL,0.84,1.4,60,10,2012
4727,CAL,4.47,2.75,163,11,2012
4728,CAL,4.37,3.67,119,12,2012
4729,CAL,0.69,3.68,19,1,2013
4730,CAL,0.34,2.58,13,2,2013
4731,CAL,1.62,2.14,76,3,2013
4732,CAL,0.44,1.38,32,4,2013
4733,CAL,2.16,0.83,260,5,2013
4734,CAL,0.17,0.67,25,6,2013
4735,CAL,1.53,0.18,850,7,2013
4736,CAL,0.35,0.29,121,8,2013
4737,CAL,1.48,0.48,308,9,2013
4738,CAL,0.25,1.4,18,10,2013
4739,CAL,0.47,2.75,17,11,2013
4740,CAL,0.38,3.67,10,12,2013
4741,CAL,0.75,3.68,20,1,2014
4742,CAL,3.59,2.58,139,2,2014
4743,CAL,2.4,2.14,112,3,2014
4744,CAL,0.17,1.38,12,4,2014
4745,CAL,0.62,0.83,75,5,2014
4746,CAL,0.48,0.67,72,6,2014
4747,CAL,0.33,0.18,183,7,2014
4748,CAL,0.61,0.29,210,8,2014
4749,CAL,2.58,0.48,538,9,2014
4750,CAL,2.8,1.4,200,10,2014
4751,CAL,1.96,2.75,71,11,2014
4752,CAL,4.34,3.67,118,12,2014
4753,CAL,0.7,3.68,19,1,2015
4754,CAL,8.72,2.58,338,2,2015
4755,CAL,0.82,2.14,38,3,2015
4756,CAL,0.62,1.38,45,4,2015
4757,CAL,2.06,0.83,248,5,2015
4758,CAL,0.69,0.67,103,6,2015
4759,CAL,0.92,0.18,511,7,2015
4760,CAL,0.11,0.29,38,8,2015
4761,CAL,0.1,0.48,21,9,2015
4762,CAL,0.37,1.4,26,10,2015
4763,CAL,0.67,2.75,24,11,2015
4764,CAL,6.27,3.67,171,12,2015
4765,CAL,6.52,3.68,177,1,2016
4766,CAL,1.34,2.58,52,2,2016
4767,CAL,4.25,2.14,199,3,2016
4768,CAL,1.68,1.38,122,4,2016
4769,CAL,0.16,0.67,24,6,2016
4770,CAL,0.09,0.18,50,7,2016
4771,CAL,0.03,0.29,10,8,2016
4772,CAL,0.01,0.48,2,9,2016
4773,CAL,7.01,1.4,501,10,2016
4774,CAL,1.96,2.75,71,11,2016
4775,CAL,3.08,3.67,84,12,2016
4776,CAL,5.24,3.68,142,1,2017
4777,CAL,5.98,2.58,232,2,2017
4778,CAL,2.53,1.38,183,4,2017
4779,CAL,0.65,0.83,78,5,2017
4780,CAL,0.36,0.67,54,6,2017
4781,CAL,0.06,0.18,33,7,2017
4782,CAL,0.46,0.29,159,8,2017
4783,CAL,0.19,0.48,40,9,2017
4784,CAL,0.33,1.4,24,10,2017
4785,CAL,2.21,2.75,80,11,2017
4786,CAL,0.59,3.67,16,12,2017
4787,CAL,1.74,3.68,47,1,2018
4788,CAL,0.39,2.58,15,2,2018
4789,CAL,1.91,2.14,89,3,2018
4790,CAL,1.88,1.38,136,4,2018
4791,CAL,2.75,0.83,331,5,2018
4792,CAL,0.07,0.67,10,6,2018
4793,CAL,0.0,0.29,0,8,2018
4794,CAL,0.44,1.4,31,10,2018
4795,CAL,4.65,2.75,169,11,2018
4796,CAL,3.99,3.67,109,12,2018
4797,CAL,3.6,3.68,98,1,2019
4798,CAL,5.92,2.58,229,2,2019
4799,CAL,2.3,2.14,107,3,2019
4800,CAL,1.92,1.38,139,4,2019
4801,CAL,4.49,0.83,541,5,2019
4802,CAL,0.16,0.67,24,6,2019
4803,CAL,0.02,0.18,11,7,2019
4804,CAL,0.69,0.29,238,8,2019
4805,CAL,0.75,0.48,156,9,2019
4806,CAL,0.31,1.4,22,10,2019
4807,CAL,0.92,2.75,33,11,2019
4808,CAL,4.28,3.67,117,12,2019
4809,CAL,2.43,3.68,66,1,2020
4810,CAL,0.0,2.58,0,2,2020
4811,CAL,0.56,2.14,26,3,2020
4812,CAL,0.72,1.38,52,4,2020
4813,CAL,2.23,0.83,269,5,2020
4814,CAL,0.21,0.67,31,6,2020
4815,CAL,0.01,0.18,6,7,2020
4816,CAL,0.03,0.29,10,8,2020
4817,CAL,0.01,0.48,2,9,2020
4818,CAL,0.1,1.4,7,10,2020
4819,CAL,2.03,2.75,74,11,2020
4820,CAL,2.72,3.67,74,12,2020
4821,CAL,3.89,3.68,106,1,2021
4822,CAL,2.72,2.58,105,2,2021
4823,CAL,1.43,2.14,67,3,2021
4824,CAL,0.4,1.38,29,4,2021
4825,CAL,0.22,0.83,27,5,2021
4826,CAL,0.49,0.67,73,6,2021
4827,CAL,0.47,0.18,261,7,2021
4828,CAL,0.01,0.29,3,8,2021
4829,CAL,1.07,0.48,223,9,2021
4830,CAL,4.46,1.36,328,10,2021
4831,CAL,1.39,2.32,60,11,2021
4832,CAL,5.01,3.95,127,12,2021
4833,CAL,1.31,3.46,38,1,2022
4834,CAL,0.08,2.78,3,2,2022
4835,CAL,0.96,2.21,43,3,2022
4836,CAL,2.71,1.46,186,4,2022
4837,CAL,0.28,1.57,18,5,2022
4838,CAL,0.75,0.69,109,6,2022
4839,CAL,0.67,0.47,143,7,2022
4840,CAL,0.22,0.31,71,8,2022
4841,CAL,0.0,1.36,0,10,2022
4842,CAL,1.41,2.32,61,11,2022
4843,CAL,9.03,3.95,229,12,2022
4844,CAL,7.91,3.46,229,1,2023
4845,CAL,2.87,2.78,103,2,2023
4846,CAL,6.46,2.21,292,3,2023
4847,CAL,0.56,1.46,38,4,2023
4848,CAL,1.5,1.57,96,5,2023
4849,CAL,0.85,0.69,123,6,2023
4850,CCH,0.16,0.56,29,10,2006
4851,CCH,0.2,1.77,11,11,2006
4852,CCH,1.59,3.09,51,12,2006
4853,CCH,1.3,4.22,31,1,2007
4854,CCH,3.03,4.16,73,2,2007
4855,CCH,0.15,3.32,5,3,2007
4856,CCH,0.81,1.22,66,4,2007
4857,CCH,0.0,0.34,0,5,2007
4858,CCH,0.0,0.07,0,6,2007
4859,CCH,0.0,0.03,0,7,2007
4860,CCH,0.0,0.04,0,8,2007
4861,CCH,0.17,0.28,61,9,2007
4862,CCH,0.34,0.56,61,10,2007
4863,CCH,0.06,1.77,3,11,2007
4864,CCH,2.39,3.09,77,12,2007
4865,CCH,16.57,4.22,393,1,2008
4866,CCH,2.33,4.16,56,2,2008
4867,CCH,0.45,3.32,14,3,2008
4868,CCH,0.06,1.22,5,4,2008
4869,CCH,0.38,0.34,112,5,2008
4870,CCH,0.0,0.07,0,6,2008
4871,CCH,0.0,0.03,0,7,2008
4872,CCH,0.0,0.04,0,8,2008
4873,CCH,0.0,0.28,0,9,2008
4874,CCH,0.15,0.56,27,10,2008
4875,CCH,3.39,1.77,192,11,2008
4876,CCH,2.46,3.09,80,12,2008
4877,CCH,0.44,4.22,10,1,2009
4878,CCH,5.7,4.16,137,2,2009
4879,CCH,0.85,3.32,26,3,2009
4880,CCH,0.19,1.22,16,4,2009
4881,CCH,0.0,0.34,0,5,2009
4882,CCH,0.15,0.07,214,6,2009
4883,CCH,0.0,0.03,0,7,2009
4884,CCH,0.03,0.04,75,8,2009
4885,CCH,0.08,0.28,29,9,2009
4886,CCH,2.2,0.56,393,10,2009
4887,CCH,0.0,1.77,0,11,2009
4888,CCH,3.0,3.09,97,12,2009
4889,CCH,10.34,4.22,245,1,2010
4890,CCH,4.92,4.16,118,2,2010
4891,CCH,0.26,3.32,8,3,2010
4892,CCH,3.15,1.22,258,4,2010
4893,CCH,0.05,0.34,15,5,2010
4894,CCH,0.0,0.07,0,6,2010
4895,CCH,0.0,0.03,0,7,2010
4896,CCH,0.0,0.04,0,8,2010
4897,CCH,0.0,0.28,0,9,2010
4898,CCH,2.24,0.56,400,10,2010
4899,CCH,1.42,1.77,80,11,2010
4900,CCH,9.48,3.09,307,12,2010
4901,CCH,1.84,4.22,44,1,2011
4902,CCH,3.36,4.16,81,2,2011
4903,CCH,11.85,3.32,357,3,2011
4904,CCH,0.14,1.22,11,4,2011
4905,CCH,0.42,0.34,124,5,2011
4906,CCH,0.46,0.07,657,6,2011
4907,CCH,0.0,0.03,0,7,2011
4908,CCH,0.0,0.04,0,8,2011
4909,CCH,0.0,0.28,0,9,2011
4910,CCH,0.47,0.56,84,10,2011
4911,CCH,2.81,1.77,159,11,2011
4912,CCH,0.35,3.09,11,12,2011
4913,CCH,1.58,4.22,37,1,2012
4914,CCH,0.43,4.16,10,2,2012
4915,CCH,3.63,3.32,109,3,2012
4916,CCH,3.21,1.22,263,4,2012
4917,CCH,0.02,0.34,6,5,2012
4918,CCH,0.0,0.07,0,6,2012
4919,CCH,0.0,0.03,0,7,2012
4920,CCH,0.0,0.04,0,8,2012
4921,CCH,0.18,0.28,64,9,2012
4922,CCH,0.12,0.56,21,10,2012
4923,CCH,1.34,1.77,76,11,2012
4924,CCH,2.95,3.09,95,12,2012
4925,CCH,1.75,4.22,41,1,2013
4926,CCH,0.4,4.16,10,2,2013
4927,CCH,0.8,3.32,24,3,2013
4928,CCH,0.19,1.22,16,4,2013
4929,CCH,0.02,0.34,6,5,2013
4930,CCH,0.0,0.07,0,6,2013
4931,CCH,0.02,0.03,67,7,2013
4932,CCH,0.0,0.04,0,8,2013
4933,CCH,0.0,0.28,0,9,2013
4934,CCH,0.34,0.56,61,10,2013
4935,CCH,1.14,1.77,64,11,2013
4936,CCH,0.18,3.09,6,12,2013
4937,CCH,0.02,4.22,0,1,2014
4938,CCH,4.1,4.16,99,2,2014
4939,CCH,3.52,3.32,106,3,2014
4940,CCH,0.65,1.22,53,4,2014
4941,CCH,0.0,0.34,0,5,2014
4942,CCH,0.0,0.07,0,6,2014
4943,CCH,0.0,0.03,0,7,2014
4944,CCH,0.0,0.04,0,8,2014
4945,CCH,0.0,0.28,0,9,2014
4946,CCH,5.23,0.56,934,10,2014
4947,CCH,0.87,1.77,49,11,2014
4948,CCH,5.88,3.09,190,12,2014
4949,CCH,1.0,4.22,24,1,2015
4950,CCH,0.51,4.16,12,2,2015
4951,CCH,0.08,3.32,2,3,2015
4952,CCH,0.36,1.22,30,4,2015
4953,CCH,0.26,0.34,76,5,2015
4954,CCH,0.42,0.07,600,6,2015
4955,CCH,0.03,0.03,100,7,2015
4956,CCH,0.0,0.04,0,8,2015
4957,CCH,0.3,0.56,54,10,2015
4958,CCH,0.73,1.77,41,11,2015
4959,CCH,1.12,3.09,36,12,2015
4960,CCH,4.03,4.22,95,1,2016
4961,CCH,1.65,4.16,40,2,2016
4962,CCH,3.02,3.32,91,3,2016
4963,CCH,0.24,1.22,20,4,2016
4964,CCH,0.36,0.34,106,5,2016
4965,CCH,0.0,0.07,0,6,2016
4966,CCH,0.0,0.03,0,7,2016
4967,CCH,0.0,0.04,0,8,2016
4968,CCH,0.0,0.28,0,9,2016
4969,CCH,1.13,0.56,202,10,2016
4970,CCH,1.21,1.77,68,11,2016
4971,CCH,1.92,3.09,62,12,2016
4972,CCH,8.81,4.22,209,1,2017
4973,CCH,10.61,4.16,255,2,2017
4974,CCH,0.83,3.32,25,3,2017
4975,CCH,0.2,1.22,16,4,2017
4976,CCH,0.32,0.34,94,5,2017
4977,CCH,0.0,0.07,0,6,2017
4978,CCH,0.0,0.03,0,7,2017
4979,CCH,0.0,0.04,0,8,2017
4980,CCH,0.45,0.28,161,9,2017
4981,CCH,0.0,0.56,0,10,2017
4982,CCH,0.07,1.77,4,11,2017
4983,CCH,0.0,3.09,0,12,2017
4984,CCH,3.75,4.22,89,1,2018
4985,CCH,0.16,4.16,4,2,2018
4986,CCH,4.85,3.32,146,3,2018
4987,CCH,0.09,1.22,7,4,2018
4988,CCH,0.4,0.34,118,5,2018
4989,CCH,0.0,0.07,0,6,2018
4990,CCH,0.0,0.03,0,7,2018
4991,CCH,0.0,0.04,0,8,2018
4992,CCH,0.0,0.28,0,9,2018
4993,CCH,0.17,0.56,30,10,2018
4994,CCH,1.86,1.77,105,11,2018
4995,CCH,0.68,3.09,22,12,2018
4996,CCH,8.07,4.22,191,1,2019
4997,CCH,8.26,4.16,199,2,2019
4998,CCH,3.06,3.32,92,3,2019
4999,CCH,0.11,1.22,9,4,2019
5000,CCH,1.56,0.34,459,5,2019
5001,CCH,0.0,0.07,0,6,2019
5002,CCH,0.0,0.03,0,7,2019
5003,CCH,0.0,0.04,0,8,2019
5004,CCH,0.01,0.28,4,9,2019
5005,CCH,0.0,0.56,0,10,2019
5006,CCH,1.52,1.77,86,11,2019
5007,CCH,7.19,3.09,233,12,2019
5008,CCH,0.48,4.22,11,1,2020
5009,CCH,0.06,4.16,1,2,2020
5010,CCH,8.13,3.32,245,3,2020
5011,CCH,3.58,1.22,293,4,2020
5012,CCH,0.07,0.34,21,5,2020
5013,CCH,0.0,0.07,0,6,2020
5014,CCH,0.0,0.03,0,7,2020
5015,CCH,0.01,0.04,25,8,2020
5016,CCH,0.0,0.28,0,9,2020
5017,CCH,0.0,0.56,0,10,2020
5018,CCH,0.31,1.77,18,11,2020
5019,CCH,2.0,3.09,65,12,2020
5020,CCH,8.39,4.22,199,1,2021
5021,CCH,0.26,4.16,6,2,2021
5022,CCH,1.02,3.32,31,3,2021
5023,CCH,0.02,1.22,2,4,2021
5024,CCH,0.0,0.34,0,5,2021
5025,CCH,0.0,0.07,0,6,2021
5026,CCH,0.0,0.03,0,7,2021
5027,CCH,0.0,0.04,0,8,2021
5028,CCH,0.0,0.28,0,9,2021
5029,CCH,0.68,0.87,78,10,2021
5030,CCH,0.12,1.27,9,11,2021
5031,CCH,8.33,3.25,256,12,2021
5032,CCH,0.44,4.95,9,1,2022
5033,CCH,0.08,5.16,2,2,2022
5034,CCH,2.1,4.16,50,3,2022
5035,CCH,0.25,1.17,21,4,2022
5036,CCH,0.0,0.48,0,5,2022
5037,CCH,0.0,0.07,0,6,2022
5038,CCH,0.0,0.01,0,7,2022
5039,CCH,0.0,0.0,0,8,2022
5040,CCH,0.02,0.07,29,9,2022
5041,CCH,0.03,0.87,3,10,2022
5042,CCH,1.6,1.27,126,11,2022
5043,CCH,5.34,3.25,164,12,2022
5044,CCH,16.21,4.95,327,1,2023
5045,CCH,8.89,5.16,172,2,2023
5046,CCH,5.95,4.16,143,3,2023
5047,CCH,0.03,1.17,3,4,2023
5048,CCH,0.3,0.48,63,5,2023
5049,CCH,0.17,0.07,243,6,2023
5050,CCH,0.0,0.01,0,7,2023
5051,CCH,0.25,0.0,0,8,2023
5052,CDV,0.65,1.18,55,10,2006
5053,CDV,2.43,1.5,162,11,2006
5054,CDV,1.0,1.63,61,12,2006
5055,CDV,0.6,1.9,32,1,2007
5056,CDV,1.0,1.39,72,2,2007
5057,CDV,0.42,1.36,31,3,2007
5058,CDV,1.38,1.02,135,4,2007
5059,CDV,0.3,1.04,29,5,2007
5060,CDV,0.26,0.86,30,6,2007
5061,CDV,0.0,0.32,0,7,2007
5062,CDV,0.0,0.28,0,8,2007
5063,CDV,0.16,0.42,38,9,2007
5064,CDV,1.93,1.18,164,10,2007
5065,CDV,0.59,1.5,39,11,2007
5066,CDV,1.35,1.63,83,12,2007
5067,CDV,1.8,1.9,95,1,2008
5068,CDV,1.19,1.39,86,2,2008
5069,CDV,1.23,1.36,90,3,2008
5070,CDV,0.93,1.02,91,4,2008
5071,CDV,2.02,1.04,194,5,2008
5072,CDV,0.17,0.86,20,6,2008
5073,CDV,0.0,0.32,0,7,2008
5074,CDV,0.0,0.28,0,8,2008
5075,CDV,0.06,0.42,14,9,2008
5076,CDV,0.44,1.18,37,10,2008
5077,CDV,1.85,1.5,123,11,2008
5078,CDV,1.68,1.63,103,12,2008
5079,CDV,0.6,1.9,32,1,2009
5080,CDV,0.9,1.39,65,2,2009
5081,CDV,0.81,1.36,60,3,2009
5082,CDV,0.89,1.02,87,4,2009
5083,CDV,0.98,1.04,94,5,2009
5084,CDV,0.95,0.86,110,6,2009
5085,CDV,0.02,0.32,6,7,2009
5086,CDV,0.25,0.28,89,8,2009
5087,CDV,0.0,0.42,0,9,2009
5088,CDV,0.65,1.18,55,10,2009
5089,CDV,1.14,1.5,76,11,2009
5090,CDV,1.0,1.63,61,12,2009
5091,CDV,1.66,1.9,87,1,2010
5092,CDV,0.21,1.39,15,2,2010
5093,CDV,1.19,1.36,88,3,2010
5094,CDV,1.25,1.02,123,4,2010
5095,CDV,1.35,1.04,130,5,2010
5096,CDV,0.56,0.86,65,6,2010
5097,CDV,0.28,0.32,88,7,2010
5098,CDV,0.63,0.28,225,8,2010
5099,CDV,0.41,0.42,98,9,2010
5100,CDV,2.82,1.18,239,10,2010
5101,CDV,1.41,1.5,94,11,2010
5102,CDV,3.88,1.63,238,12,2010
5103,CDV,0.61,1.9,32,1,2011
5104,CDV,1.16,1.39,83,2,2011
5105,CDV,3.0,1.36,221,3,2011
5106,CDV,2.82,1.02,276,4,2011
5107,CDV,1.57,1.04,151,5,2011
5108,CDV,1.01,0.86,117,6,2011
5109,CDV,0.0,0.32,0,7,2011
5110,CDV,0.0,0.28,0,8,2011
5111,CDV,0.0,0.42,0,9,2011
5112,CDV,0.77,1.18,65,10,2011
5113,CDV,0.64,1.5,43,11,2011
5114,CDV,0.32,1.63,20,12,2011
5115,CDV,1.49,1.9,78,1,2012
5116,CDV,0.79,1.39,57,2,2012
5117,CDV,1.3,1.36,96,3,2012
5118,CDV,1.86,1.02,182,4,2012
5119,CDV,0.6,1.04,58,5,2012
5120,CDV,0.49,0.86,57,6,2012
5121,CDV,0.0,0.32,0,7,2012
5122,CDV,0.17,0.28,61,8,2012
5123,CDV,0.0,0.42,0,9,2012
5124,CDV,0.99,1.18,84,10,2012
5125,CDV,1.34,1.5,89,11,2012
5126,CDV,3.64,1.63,223,12,2012
5127,CDV,0.96,1.9,51,1,2013
5128,CDV,0.54,1.39,39,2,2013
5129,CDV,0.29,1.36,21,3,2013
5130,CDV,1.39,1.02,136,4,2013
5131,CDV,1.72,1.04,165,5,2013
5132,CDV,0.52,0.86,60,6,2013
5133,CDV,0.3,0.32,94,7,2013
5134,CDV,0.52,0.28,186,8,2013
5135,CDV,0.78,0.42,186,9,2013
5136,CDV,0.54,1.18,46,10,2013
5137,CDV,0.72,1.5,48,11,2013
5138,CDV,1.18,1.63,72,12,2013
5139,CDV,0.4,1.9,21,1,2014
5140,CDV,2.3,1.39,165,2,2014
5141,CDV,3.24,1.36,238,3,2014
5142,CDV,0.94,1.02,92,4,2014
5143,CDV,1.26,1.04,121,5,2014
5144,CDV,0.32,0.86,37,6,2014
5145,CDV,0.38,0.32,119,7,2014
5146,CDV,0.54,0.28,193,8,2014
5147,CDV,0.51,0.42,121,9,2014
5148,CDV,1.51,1.18,128,10,2014
5149,CDV,2.73,1.5,182,11,2014
5150,CDV,2.94,1.63,180,12,2014
5151,CDV,0.26,1.9,14,1,2015
5152,CDV,1.17,1.39,84,2,2015
5153,CDV,0.74,1.36,54,3,2015
5154,CDV,0.88,1.04,85,5,2015
5155,CDV,0.22,0.86,26,6,2015
5156,CDV,2.06,0.32,644,7,2015
5157,CDV,0.1,0.28,36,8,2015
5158,CDV,0.64,0.42,152,9,2015
5159,CDV,0.62,1.18,53,10,2015
5160,CDV,0.74,1.5,49,11,2015
5161,CDV,4.62,1.63,283,12,2015
5162,CDV,1.31,1.9,69,1,2016
5163,CDV,0.5,1.39,36,2,2016
5164,CDV,2.92,1.36,215,3,2016
5165,CDV,1.05,1.02,103,4,2016
5166,CDV,2.29,1.04,220,5,2016
5167,CDV,0.58,0.86,67,6,2016
5168,CDV,0.18,0.32,56,7,2016
5169,CDV,0.0,0.28,0,8,2016
5170,CDV,0.17,0.42,40,9,2016
5171,CDV,2.87,1.18,243,10,2016
5172,CDV,1.19,1.5,79,11,2016
5173,CDV,4.58,1.63,281,12,2016
5174,CDV,4.23,1.9,223,1,2017
5175,CDV,2.78,1.39,200,2,2017
5176,CDV,2.29,1.36,168,3,2017
5177,CDV,2.2,1.02,216,4,2017
5178,CDV,0.36,1.04,35,5,2017
5179,CDV,0.82,0.86,95,6,2017
5180,CDV,0.51,0.32,159,7,2017
5181,CDV,0.47,0.28,168,8,2017
5182,CDV,0.32,0.42,76,9,2017
5183,CDV,0.57,1.18,48,10,2017
5184,CDV,3.44,1.5,229,11,2017
5185,CDV,0.62,1.63,38,12,2017
5186,CDV,1.4,1.9,74,1,2018
5187,CDV,1.38,1.39,99,2,2018
5188,CDV,0.89,1.36,65,3,2018
5189,CDV,2.64,1.02,259,4,2018
5190,CDV,3.33,1.04,320,5,2018
5191,CDV,0.5,0.86,58,6,2018
5192,CDV,0.05,0.32,16,7,2018
5193,CDV,0.0,0.28,0,8,2018
5194,CDV,0.0,0.42,0,9,2018
5195,CDV,0.55,1.18,47,10,2018
5196,CDV,1.78,1.5,119,11,2018
5197,CDV,1.28,1.63,79,12,2018
5198,CDV,2.47,1.9,130,1,2019
5199,CDV,3.43,1.39,247,2,2019
5200,CDV,1.17,1.36,86,3,2019
5201,CDV,2.0,1.02,196,4,2019
5202,CDV,2.81,1.04,270,5,2019
5203,CDV,0.18,0.86,21,6,2019
5204,CDV,0.0,0.32,0,7,2019
5205,CDV,0.09,0.28,32,8,2019
5206,CDV,1.44,0.42,343,9,2019
5207,CDV,0.51,1.18,43,10,2019
5208,CDV,0.25,1.5,17,11,2019
5209,CDV,2.12,1.63,130,12,2019
5210,CDV,3.12,1.9,164,1,2020
5211,CDV,0.2,1.39,14,2,2020
5212,CDV,0.11,1.36,8,3,2020
5213,CDV,0.58,1.02,57,4,2020
5214,CDV,1.21,1.04,116,5,2020
5215,CDV,0.0,0.86,0,6,2020
5216,CDV,0.0,0.32,0,7,2020
5217,CDV,0.21,0.28,75,8,2020
5218,CDV,0.05,0.42,12,9,2020
5219,CDV,0.06,1.18,5,10,2020
5220,CDV,1.06,1.5,71,11,2020
5221,CDV,1.28,1.63,79,12,2020
5222,CDV,1.09,1.9,57,1,2021
5223,CDV,1.27,1.39,91,2,2021
5224,CDV,0.73,1.36,54,3,2021
5225,CDV,0.71,1.02,70,4,2021
5226,CDV,0.31,1.04,30,5,2021
5227,CDV,0.18,0.86,21,6,2021
5228,CDV,0.08,0.32,25,7,2021
5229,CDV,0.1,0.28,36,8,2021
5230,CDV,1.35,0.42,321,9,2021
5231,CDV,2.9,0.95,305,10,2021
5232,CDV,0.38,1.48,26,11,2021
5233,CDV,2.35,1.96,120,12,2021
5234,CDV,0.61,1.69,36,1,2022
5235,CDV,0.43,1.17,37,2,2022
5236,CDV,0.68,1.37,50,3,2022
5237,CDV,2.38,1.5,159,4,2022
5238,CDV,0.9,1.43,63,5,2022
5239,CDV,1.15,0.65,177,6,2022
5240,CDV,0.0,0.24,0,7,2022
5241,CDV,0.76,0.23,330,8,2022
5242,CDV,1.15,0.33,348,9,2022
5243,CDV,0.61,0.95,64,10,2022
5244,CDV,2.08,1.48,141,11,2022
5245,CDV,4.06,1.96,207,12,2022
5246,CDV,0.96,1.69,57,1,2023
5247,CDV,1.34,1.17,115,2,2023
5248,CDV,2.77,1.37,202,3,2023
5249,CDV,0.68,1.5,45,4,2023
5250,CDV,3.07,1.43,215,5,2023
5251,CDV,1.55,0.65,238,6,2023
5252,CDV,0.01,0.24,4,7,2023
5253,CDV,0.99,0.23,430,8,2023
5254,CEC,18.68,4.24,441,10,2016
5255,CEC,13.28,9.73,136,11,2016
5256,CEC,13.14,11.27,117,12,2016
5257,CEC,12.22,10.39,118,1,2017
5258,CEC,14.27,8.88,161,2,2017
5259,CEC,10.5,7.86,134,3,2017
5260,CEC,8.79,5.2,169,4,2017
5261,CEC,1.8,2.87,63,5,2017
5262,CEC,1.64,1.73,95,6,2017
5263,CEC,0.0,0.41,0,7,2017
5264,CEC,0.03,0.52,6,8,2017
5265,CEC,1.26,0.93,135,9,2017
5266,CEC,2.03,4.24,48,10,2017
5267,CEC,9.25,9.73,95,11,2017
5268,CEC,2.74,11.27,24,12,2017
5269,CEC,10.6,10.39,102,1,2018
5270,CEC,3.21,8.88,36,2,2018
5271,CEC,11.41,7.86,145,3,2018
5272,CEC,5.36,5.2,103,4,2018
5273,CEC,0.48,2.87,17,5,2018
5274,CEC,0.7,1.73,40,6,2018
5275,CEC,0.0,0.41,0,7,2018
5276,CEC,0.0,0.52,0,8,2018
5277,CEC,1.58,4.24,37,10,2018
5278,CEC,4.57,9.73,47,11,2018
5279,CEC,7.15,11.27,63,12,2018
5280,CEC,10.26,10.39,99,1,2019
5281,CEC,16.67,8.88,188,2,2019
5282,CEC,4.63,7.86,59,3,2019
5283,CEC,7.87,5.2,151,4,2019
5284,CEC,3.29,2.87,115,5,2019
5285,CEC,0.0,1.73,0,6,2019
5286,CEC,0.03,0.41,7,7,2019
5287,CEC,0.64,0.52,123,8,2019
5288,CEC,2.89,0.93,311,9,2019
5289,CEC,2.51,4.24,59,10,2019
5290,CEC,1.66,9.73,17,11,2019
5291,CEC,11.77,11.27,104,12,2019
5292,CEC,13.22,10.39,127,1,2020
5293,CEC,1.55,8.88,17,2,2020
5294,CEC,2.68,7.86,34,3,2020
5295,CEC,2.39,5.2,46,4,2020
5296,CEC,3.48,2.87,121,5,2020
5297,CEC,0.65,1.73,38,6,2020
5298,CEC,0.0,0.41,0,7,2020
5299,CEC,0.02,0.52,4,8,2020
5300,CEC,0.6,0.93,65,9,2020
5301,CEC,1.23,4.24,29,10,2020
5302,CEC,4.87,9.73,50,11,2020
5303,CEC,7.54,11.27,67,12,2020
5304,CEC,12.8,10.39,123,1,2021
5305,CEC,9.88,8.88,111,2,2021
5306,CEC,5.79,7.86,74,3,2021
5307,CEC,0.98,5.2,19,4,2021
5308,CEC,0.48,2.87,17,5,2021
5309,CEC,3.09,1.73,179,6,2021
5310,CEC,0.05,0.41,12,7,2021
5311,CEC,0.0,0.52,0,8,2021
5312,CEC,3.52,0.93,378,9,2021
5313,CEC,7.98,4.07,196,10,2021
5314,CEC,6.36,7.82,81,11,2021
