Acres_Burned,Cal_Fire_Incident,Latitude,Longitude,Unique_ID,Month,Year
25118.0,True,38.8142503,-122.4867319,94a7ae52-fed9-4997-b972-1761aa4b89ca,8,2015
25118.0,True,38.8142503,-122.4867319,94a7ae52-fed9-4997-b972-1761aa4b89ca,8,2015
10570.0,False,40.938,-120.105,293c6467-7b2e-43a3-94c1-41cec4339b67,8,2015
7509.0,False,0.0,0.0,c4da9583-d7ad-4d8c-834c-3688c1bf3949,8,2015
7000.0,True,0.0,0.0,7ed61f45-7e2b-449b-8ead-d34b75a5e818,2,2015
7000.0,True,0.0,0.0,7ed61f45-7e2b-449b-8ead-d34b75a5e818,2,2015
6980.0,False,36.24,-118.54,c316e4c3-4455-4a12-8ecc-af75339adf8f,7,2015
5702.0,True,37.279722,-119.50014,8650f48d-5ea2-4dfc-96d2-f0d3f300b1e4,7,2015
4883.0,True,0.0,0.0,5bc18279-c038-4c2a-926c-433fe3cd4287,7,2015
4863.0,False,41.399,-121.392,a063b897-28aa-43e5-b608-1b79f770050c,7,2015
4250.0,True,34.339,-117.478,3d81d2e5-d6e5-4368-864b-a9e29e7e5022,7,2015
3676.0,False,0.0,0.0,a195c911-2179-4591-ab00-e67297f2db04,8,2015
2700.0,True,37.3845,-121.3732,8fc920eb-ca45-4d77-9a92-1326eca602d6,8,2015
2446.0,True,35.3477,-120.6269,fde8f46b-0225-4489-be2d-68453a524190,8,2015
2304.0,True,39.192088,-120.882313,d6b4bed4-f3d6-488a-a2fb-54c7cbfbd8b3,7,2015
1850.0,False,0.0,0.0,8049295f-23fe-4c7e-9be1-cded644dc737,8,2015
1791.0,True,0.0,0.0,99cea36f-5797-409d-8be9-8140b2e63320,6,2015
1542.0,False,40.924,-123.168,2aae391b-7b00-47d9-ba73-d71ad706bdad,6,2015
1450.0,True,0.0,0.0,26c17f1d-6524-44b2-b126-4d411ba823c8,7,2015
1333.0,True,0.0,0.0,506eefb2-cae3-48dd-bd92-315ad1782184,7,2015
1086.0,True,36.3699644,-121.589554,1f54817c-8832-4a47-8ede-ab8072f52677,9,2015
1049.0,True,33.884313,-117.642759,8e3c0b14-01e5-4c41-8641-ff987ac10ad9,4,2015
1042.0,True,39.5218,-121.3363,f7067bff-efb4-4ca6-a627-6145836857ec,9,2015
920.0,True,37.165767,-119.523943,fa8ba2dd-c9f7-454a-870b-1b39c0d8b31a,6,2015
860.0,True,0.0,0.0,88e1ae5b-593f-4d0d-958d-bd56a877a535,10,2015
673.0,True,55.23,-122.0,0eed7005-6ace-4eb2-8919-eb131c246f84,9,2015
670.0,True,36.70854,-121.32734,8e71e23c-6161-480e-b8ca-f03147475e4d,10,2015
543.0,True,33.5736,-116.5387,592f14da-405c-4e6d-a83b-8937322524ad,8,2015
509.0,False,0.0,0.0,f1b8fec0-ff6c-413d-bedb-d2e9c9ffb764,2,2015
500.0,False,0.0,0.0,3a9bd55c-a384-402b-b673-2563200ce59e,6,2015
430.0,True,36.085212,-118.824235,9e2f6af4-ea45-4163-b6a1-e1fe9571fda3,7,2015
415.0,False,0.0,0.0,d01b8e54-43e5-4643-8742-a14e1c2980f8,9,2015
415.0,False,34.361007,-118.535793,e61d1b0b-4f19-460a-a6ac-e83a6e0a05a9,6,2015
400.0,True,39.43963,-121.38794,7428460d-f47d-45c0-8a86-3fb653829860,7,2015
374.0,False,0.0,0.0,0011ce0f-5493-4bef-b6e1-4674a0393b0c,8,2015
355.0,True,0.0,0.0,c3f64286-b2a0-4ab1-9f6b-d934d5b82228,7,2015
300.0,False,0.0,0.0,15b01fbd-1962-4092-bcc4-d95ab7fafea2,8,2015
300.0,True,0.0,0.0,186f5cdd-aa7d-4f9e-84ae-83112801c790,6,2015
282.0,False,0.0,0.0,7e1e0693-4690-4d11-afe6-74652d68c3ef,8,2015
275.0,True,37.08312,-121.06963,316804d6-471a-4c73-8b05-89b8abc8eeac,5,2015
242.0,True,0.0,0.0,7c162fbf-922c-4128-9e30-a1e8848e15ab,5,2015
227.0,False,0.0,0.0,8c030522-da26-492f-80e2-a249e741d9cb,7,2015
215.0,True,0.0,0.0,f58b224d-b7d2-4311-9d65-c7440a1ceb53,9,2015
215.0,True,38.925764,-122.879272,02d470c1-bf41-4ff9-9424-f680cef5bbbc,8,2015
214.0,True,33.7626,-117.7274,ca7da36b-1951-4d52-92b2-1a0b04aab586,7,2015
212.0,True,40.415108,-122.439939,efe937e3-8b63-4495-b578-e2582fb2166d,7,2015
211.0,False,0.0,0.0,f3765dfa-fa7b-47d7-8914-a032f229a892,6,2015
204.0,True,37.823,-120.15644,55a1ec97-90fb-48df-8414-203b91adcd76,7,2015
200.0,False,34.367,-117.683,0c9948a7-98ad-4b42-888e-a7c2a4f536fa,7,2015
200.0,False,41.485,-121.851,b3062936-6b2f-4177-b3f6-0fc288049339,2,2015
195.0,True,37.81629,-121.68113,652938d9-2f23-41d8-a49c-30b218594762,7,2015
186.0,False,0.0,0.0,4c10bd30-e348-430c-9f12-932c8a03f6f8,8,2015
181.0,True,41.8048,-122.5029,8b35629f-50f4-4b32-b286-ce48cb1200e7,7,2015
171.0,True,32.9421,-116.8534,fc2ea6bf-e925-49f9-8390-9997c01b612d,6,2015
170.0,True,40.400196,-120.553075,9a3df964-7794-411c-9043-967476fe77e6,9,2015
170.0,True,39.8448,-122.3638,8d5b00c1-0ec0-43bb-a03e-822d5fe2af52,7,2015
167.0,True,0.0,0.0,33b7d824-9803-4c07-8231-9cf210e34417,8,2015
167.0,False,33.383889,-116.868611,d7757da4-f9e1-451f-8316-26065888dfc2,7,2015
164.0,False,0.0,0.0,aece9ff6-ddfd-4240-bb7a-894831d1a67d,6,2015
158.0,True,41.295667,-123.784067,8be9d271-ed9c-4bc9-9c22-4eff8956ab7b,7,2015
158.0,True,39.2688,-121.26471,b5fa450f-9b84-4d90-9956-bda9dfe32f28,6,2015
150.0,True,38.4113,-122.0789,28b81794-bb66-466e-b9dc-337c47be5678,7,2015
150.0,True,0.0,0.0,1a06d125-d5c1-46bc-b8d4-08f31246f246,7,2015
146.0,True,40.1058823,-124.0720419,cbaa4a28-c732-4c11-9d44-7da6c3bd8e42,8,2015
137.0,True,40.050833333333,-120.70166666667,84cb525c-7a90-4d31-8d55-d9729c05b286,4,2015
135.0,True,37.072561,-119.6958,0f537c6f-8a74-48f4-9fbf-ad00942ffba0,6,2015
128.0,True,40.724898,-122.96174,da522578-443a-4c52-a9bb-d72bbb84dcdb,8,2015
122.0,True,0.0,0.0,a4df2aae-dab6-4531-b4f4-a535f77b483f,6,2015
116.0,True,41.29226,-121.172117,0da79ccb-9701-4c27-8831-f10593fb8a90,7,2015
114.0,True,38.052,-120.5577,fe668595-0980-4f41-af0c-3f14c4d391c2,8,2015
112.0,True,37.83618,-120.61691,72c7a5c9-82c2-44c4-8bf2-241fb36e1ee7,8,2015
111.0,False,0.0,0.0,a0d1975a-fe2c-411d-93c0-13b479eee916,6,2015
110.0,True,0.0,0.0,20348e67-4eac-42ae-ad4e-57ca0add2914,9,2015
110.0,True,40.3506868,-121.7786799,ffbc1cb8-be33-4483-8442-85ab2587dce4,8,2015
110.0,True,0.0,0.0,38fd77e5-9688-42b4-b092-f517e75ef7a8,6,2015
109.0,True,40.47512,-122.52541,dbd39ec2-546c-4afc-9ff2-b1939eead03e,9,2015
108.0,True,38.04684,-120.30188,40f44488-051f-4412-a577-c932f2ce751d,9,2015
104.0,True,39.8707,-121.8938,897d01d8-dd38-43e2-bcd6-fa62aac03318,10,2015
100.0,False,34.165974,-117.243878,ff28ce24-a13b-4903-85de-faec825de35b,6,2015
95.0,True,36.5696373,-121.7556029,9569dcd6-c94f-4849-a90a-db58bfc77bee,9,2015
95.0,True,35.7183,-121.0157,598a3d54-ce60-466e-b44f-0e7c8f9e4ff5,7,2015
90.0,True,40.49865,-122.20109,8232dfd5-eda3-4766-83ec-83365cf21d93,7,2015
86.0,True,36.49845,-118.9009,2a6270c5-859f-4ffa-91c2-ecbee5ebdd7b,7,2015
80.0,True,32.6449163,-116.9454387,45a0a39f-b4b0-409c-9057-0942c567b7c3,6,2015
80.0,True,0.0,0.0,c5e798e2-cba3-4d9a-aa19-389f845bf877,6,2015
77.0,True,40.856422,-121.101623,12f68592-30e3-461c-b489-bc99ba52a38a,7,2015
75.0,True,40.67868,-121.93244,dfd02b2e-7e2d-4636-a178-0ebff2d170c8,8,2015
75.0,True,40.509552,-122.199227,259d9359-0cc2-4058-bfc2-f28ab2a540f4,7,2015
75.0,False,38.776,-120.404,74635a69-f34f-4c6e-9e09-1a32d732bb42,7,2015
75.0,True,0.0,0.0,8581f0b0-92da-4ce1-8d6f-e32557515a1e,7,2015
72.0,True,26.42,-121.0,3435fd06-f77e-42c3-8fa5-261cf0cb828c,9,2015
69.0,False,0.0,0.0,bd869df0-5333-4b9f-957f-b3d563f09f94,8,2015
67.0,True,35.77937,-120.19482,17b99f78-78b8-4bd1-90fc-5d9c3cb61b95,6,2015
65.0,False,0.0,0.0,d95a4f8c-008a-4691-b1b2-9173b4dca34d,8,2015
60.0,True,0.0,0.0,77b8e450-18b2-4fc4-a9d0-403594095482,7,2015
60.0,True,40.875667,-121.033667,1ca8b1e7-5590-448b-86ba-6dfa4937baa6,6,2015
60.0,True,0.0,0.0,2d114fe4-57c1-4ac1-a9ec-923dde4d9292,6,2015
60.0,True,0.0,0.0,8d98f943-8a04-4ad5-b884-84986a521c3f,6,2015
60.0,True,38.260777,-121.135426,e2077d05-1f06-4939-8857-9f630a4b722e,6,2015
59.0,True,40.3929,-122.40546,6c5fcfc7-659a-44ee-b225-c4ae919882e7,8,2015
58.0,False,0.0,0.0,e4223f98-44fa-44bd-9ec9-3219206068d2,10,2015
55.0,False,34.23,-116.883,d0875efe-54fb-4cc2-b647-4f4d210df118,8,2015
55.0,True,33.4115972,-117.2886249,3cc1aa4c-b87d-4b4d-99b1-83dc56291b33,8,2015
55.0,True,40.0133,-122.552,7934d7bb-15e1-4217-8fa1-552e4f3d8091,6,2015
54.0,True,34.0783472,-117.0487863,c8fb2c4c-2275-4ad1-aef3-859e332a1a47,7,2015
53.0,True,0.0,0.0,418c9abb-935a-4157-91a3-f511c197785b,6,2015
52.0,True,34.9522,-120.2903,f136ba8d-f6bb-4bad-9815-1d56f9dc8650,8,2015
50.0,False,34.15,-118.879444,3f31752f-4f51-4705-9fe4-50beec88a0e8,11,2015
50.0,True,39.43301,-123.36316,9f031bfa-47bc-4fee-aca1-988462d6ab53,7,2015
45.0,True,0.0,0.0,e1ad9125-1179-4d00-891b-7b62699069d0,9,2015
45.0,True,0.0,0.0,a6143c76-aa03-4161-bf5e-4d8e4a1136d2,7,2015
45.0,True,0.0,0.0,8e9dca1d-9ae9-4fc3-89ab-815a4d3f09cc,6,2015
43.0,False,0.0,0.0,ff70bb48-8823-49d9-b6cd-935cc407aacb,7,2015
42.0,True,0.0,0.0,10a86822-77a8-45b1-8caf-aefd7b679db5,6,2015
40.0,True,40.400196,-120.553075,75c14933-9916-4dfe-ac66-7d98706a5172,9,2015
40.0,True,37.24523,-121.20324,57397ed5-93a3-4e60-9142-9a3e38164ee9,7,2015
40.0,True,38.1029,-122.1578,dff0f39c-bed4-4910-9c22-d9ccd4142809,7,2015
38.0,True,38.5287,-122.3415,e3272697-2587-45ac-b525-76b85fabaa90,6,2015
36.0,True,0.0,0.0,2513b19f-3509-4e0f-8d87-85785061af02,6,2015
35.0,True,40.0,41.46,5046e2ed-e2c3-4932-8f89-64dcdf19022d,9,2015
35.0,True,0.0,0.0,a4e4603a-f0fc-4d7a-845b-6c668bfcb81e,7,2015
35.0,True,39.7806004,-123.248214,56dc8f9c-98e5-4aad-b3e9-bbee503b29e9,6,2015
30.0,True,39.081,-121.194,c27d03c6-361e-44b3-8335-a1fe06f88fd7,9,2015
30.0,True,41.12362,-121.194256,bb500714-470e-4529-a15a-11d96e85cc68,8,2015
30.0,True,39.33303,-121.18735,139766ba-33ac-442e-9a6b-b78d270c110a,8,2015
29.0,False,0.0,0.0,f843961b-2c26-427d-87ba-0bde7ce9ecba,11,2015
26.0,True,38.9361,-121.1548,ee7ec0f0-4f5d-4fe1-b2fa-bc15f91519b3,7,2015
25.0,True,32.682547,-116.51684,a80b8ab7-eba5-4ef7-9992-0cf828138f1b,7,2015
25.0,True,36.8727,-121.5681,296fc88f-e646-4c89-9b46-3ac0f88ff910,7,2015
25.0,True,33.21407,-116.73472,98b0706c-ac34-4d9a-9ceb-55996099daed,7,2015
25.0,True,0.0,0.0,f251d96b-f29d-46eb-be0a-9f431837d8f5,7,2015
25.0,True,0.0,0.0,794934ea-f2b0-4b88-b853-3f2510654e09,6,2015
25.0,True,0.0,0.0,a992b7d3-64d5-420e-8c26-0ded8f828414,6,2015
25.0,True,0.0,0.0,9987126f-9cfe-4cae-baf6-8b0d82969e51,6,2015
24.0,True,41.999341,-121.891226,098eb80f-1ecb-489d-baef-1440fa0e98d6,7,2015
23.0,True,39.0263,-123.303,58dda3b8-3643-4f73-bee0-0a4cae0cb079,7,2015
22.0,True,38.831478,-122.53428,909d6135-070c-4e3b-ba22-23877fb603c3,8,2015
21.0,False,34.4828,-119.63216,fbd3c0a8-7191-473c-bb05-43616711b6c5,10,2015
21.0,True,33.986204,-117.43942,48284911-67cd-4394-8aad-053d3b2cf5db,7,2015
20.0,True,41.1513,-123.8292,ccd896f2-f071-4d26-ba9b-f413de4d6b77,6,2015
19.0,True,38.519132,-122.181878,7c98e8db-6a6a-4f66-bfe7-7d24e926c986,6,2015
18.0,True,40.5953,-122.4397,64fa2a72-b964-421d-b88f-5ac2e37647d4,7,2015
16.0,True,40.1093,-123.774,0a645cbe-2d5a-4e2b-80c9-cb9167641cca,7,2015
0.0,False,0.0,0.0,3e699b76-7a4b-4b5d-a391-89b640953195,7,2015
0.0,False,38.598056,-119.751944,470d19d4-384d-497a-9770-cd2e2a3f3196,6,2015
132127.0,True,36.45994,-121.89938,977ac7ce-4204-4cd3-9f89-727142165261,7,2016
48019.0,True,35.6115,-118.45628,91816ff6-d4ec-4f31-8d40-bf2538aca09b,6,2016
46344.0,True,35.70595,-120.98316,040d03d0-fbdd-438c-8174-f81e4a1bba57,8,2016
36274.0,True,34.30372,-117.49342,ea5193a1-69bc-4684-bfcd-235c17d36756,8,2016
33867.0,False,41.851,-123.118,85683fd7-b507-4ec7-8bbd-fb7033a42665,8,2016
32606.0,True,0.0,0.0,dc3f57ff-a935-4c25-bbe3-e00eeb5b5f42,8,2016
29322.0,False,35.7506,-118.5678,e247e423-6171-4184-9dca-b373de703885,8,2016
12518.0,False,34.63445,-120.54421,f6afb8c4-32dc-4e6d-8d30-e6b7ccd4a62f,9,2016
8110.0,True,34.28771,-117.27338,69c7b8cc-061e-4ca6-b5e8-83c6ae9d8a25,8,2016
7609.0,True,32.60729,-116.63028,33099cdd-ccfc-454e-b5a3-770a69a30bd3,6,2016
7474.0,True,34.776,-119.643,ffb3293b-3349-49c5-a7cb-c488391e8a72,6,2016
7050.0,True,36.09974,-120.51057,346c59b1-375e-4d42-876a-d97b769c939f,8,2016
5731.0,True,38.52513,-122.06788,057fd4e2-7400-4fc4-9b23-3daf67fc8610,8,2016
5646.0,True,38.96741,-120.9375,b604ffa7-8cee-4724-bb82-f1f4553a192f,6,2016
5646.0,True,38.96741,-120.9375,b604ffa7-8cee-4724-bb82-f1f4553a192f,6,2016
5443.0,False,37.75985,-118.95309,821c040d-a17c-4934-990f-ca7d441a303a,9,2016
5399.0,False,0.0,0.0,2b8f9fdc-f812-4d72-9163-c5356d8ae04b,6,2016
4824.0,False,34.31,-118.335,ca1227b3-1458-44c9-b32e-2994e309f940,11,2016
4474.0,True,37.10632,-121.85318,2dfac408-d2ab-4ff9-94aa-91be9d07bb59,9,2016
4347.0,False,35.984,-118.551,89c304db-e288-4582-90d4-884d57fd71f9,10,2016
3929.0,True,38.89741,-122.60664,a0950d5e-6f35-4023-bb60-6737146ba7bd,8,2016
3876.0,True,36.38123,-121.20059,55fa95e6-f09e-42c4-889b-a4b5b63dccf2,5,2016
3712.0,True,0.0,0.0,50f908c4-841a-4125-8563-5c3e1866ff8a,5,2016
2944.0,True,36.0749,-120.452041,423df2bd-4464-44e0-8b8a-74f953613287,7,2016
2860.0,False,41.623,-123.557,103e1cb6-0a02-4ca8-8739-4cf77b5d1c98,6,2016
2819.0,False,0.0,0.0,afa76746-3e42-48ed-bff6-e65ef40c6037,8,2016
2652.0,False,41.2649,-120.3178,92c20948-6ff6-4a2c-b13f-32c75e71b16c,9,2016
2575.0,True,40.3915,-120.7845,1243f711-c29f-4bc3-a7e7-c705a6fc40f2,9,2016
2520.0,True,36.01542,-121.25029,b8cf80c7-b617-4fe4-91b0-43b40d38c7f6,6,2016
2304.0,False,34.701,-119.144,8653f541-d3ca-44b4-9edd-5a4a57349f2f,6,2016
2241.0,True,37.01591,-119.50507,bd2b7bdc-0f92-451a-a3a5-03569d27c952,7,2016
2100.0,False,36.94536,-119.25959,59084c8f-904c-42cb-9aa8-cae4a1f8c6ef,10,2016
1785.0,True,35.20993,-118.72272,140def53-175c-4f5d-b8e3-de0643781ff7,7,2016
1547.0,True,38.80017,-122.82895,8d9b87e4-6fdb-49e4-ba6d-be85ffd6b222,9,2016
1470.0,True,0.0,0.0,944e953f-ed28-4b99-8d60-d352c702e6f9,8,2016
1246.0,True,37.07147,-121.20155,ec90eb29-e776-43da-a814-0c41463ae3c9,6,2016
1245.0,False,33.393,-117.35093,78eccd24-9fe2-4ccd-90fa-a1e0fdc19b41,7,2016
1109.0,False,34.36763,-118.57245,79b446a4-d809-4aa2-9f30-091a05ed697d,7,2016
1080.0,True,37.79635,-120.32484,3a4871dc-2299-4934-8a31-b92780fe31a3,9,2016
850.0,True,39.6871,-121.571,c94fda40-ab7a-42d1-bfc9-ca5f39fb6e7d,9,2016
710.0,True,41.7813,-122.611,a2a6199c-704a-4826-a51b-23e6ee123349,8,2016
650.0,False,37.97,-119.14,1bc85249-0d96-42d7-a23f-db99bdce17a4,6,2016
599.0,True,41.28486,-123.82268,da72b0c2-835d-42a5-8fa8-4de5442610cc,8,2016
554.0,True,34.913,118.9082,fe112320-013f-434e-b66c-101234292711,7,2016
550.0,True,39.6708,-121.7192,e5122d1e-2bfc-4fa6-8152-da309e02c004,8,2016
518.0,True,35.2013,-118.7212,2656ad63-b3e1-467f-9982-0229fd31c0f5,8,2016
464.0,True,40.0353,-122.56939,69eaa890-889e-4be9-810d-3dcee8d55981,6,2016
450.0,True,38.1874,-120.6381,db833182-22df-44cc-ba10-0901e74222bc,8,2016
441.0,True,40.36873,-122.72913,67c0a269-05bb-4b4f-af22-68a1c5ac3adf,7,2016
400.0,True,36.16965,-121.38775,822c934f-11be-48a9-8e60-f3f6802ef24d,8,2016
395.0,False,36.1648,-118.73906,954fb899-decb-461b-a0dd-76442e3370d3,8,2016
380.0,True,41.4657,-120.9066,97772dc4-7fde-4412-982c-974b3316e22b,9,2016
372.0,True,38.385,-121.003611,5689b708-61e8-4451-8ad6-68d9684704c6,6,2016
360.0,True,40.30594,-122.1295,060ef833-2d3f-47d4-a1d4-146d1b9a5928,9,2016
341.0,True,38.08056,-120.81394,85832754-5848-4454-84fc-8b0a9abbff40,7,2016
310.0,True,38.02845,-120.61153,902a3085-e518-4090-a2e5-20d0482b4dc2,7,2016
306.0,True,0.0,0.0,376f08dc-071a-4ef5-9035-cf61b4f2fa3b,9,2016
304.0,False,35.4976,-118.5097,fa457abb-66d2-4f82-80fd-452e824e871f,8,2016
300.0,True,39.188321,-121.78003,f669c502-b400-4ad9-ae95-bfd9c31f903c,9,2016
278.0,True,36.88286,-119.654,09ab0430-7679-494c-96d4-d7d938351cf4,5,2016
277.0,True,38.69971,-122.15457,eb0fe9ad-f9f5-4bde-ad34-527ffd647669,6,2016
248.0,False,39.92,-121.32,abd0a296-217d-4a6a-9da0-5eb05f56f863,9,2016
237.0,True,0.0,0.0,e84f2562-1126-4255-9df4-dd7a32460e43,6,2016
221.0,True,35.68313,-118.21793,0dc19167-07b3-45e6-9bad-ad070934616a,7,2016
215.0,False,34.75134,-120.55297,686e1300-65d3-4e07-8a88-e5952418649b,9,2016
215.0,True,39.12366,-122.50373,489cea9f-b3cb-4615-b412-5ac5724c3976,6,2016
211.0,True,37.74369,-121.58677,3822b8a2-1a89-40e8-b239-840cfcda7a1c,6,2016
210.0,True,38.26874,-120.90265,fef2ab8a-20d7-4dc3-b5c9-363aa1debef3,6,2016
188.0,True,36.92244,-119.39619,4cfb8712-1b45-4a2e-b0c9-6ed6ddde5657,7,2016
176.0,True,38.93449,-120.10744,81ef7517-ab3c-4d1a-8ddd-b5d69404676f,10,2016
173.0,True,0.0,0.0,89d10422-494e-4b60-8d52-07995447b12e,7,2016
169.0,True,38.8390117,-121.3090268,e0de216a-9544-43ad-9b9f-bc05247f0550,5,2016
158.0,True,36.84479,-119.34487,63643257-f082-4928-bf0e-77a0417a4613,9,2016
156.0,False,34.276,-118.354,ace1f464-7a70-4dcc-b8c5-d64fb1021d0e,5,2016
151.0,True,0.0,0.0,f12c92df-003f-42bc-9cb0-a15323f4166c,4,2016
150.0,False,37.75972,-120.029626,f66ae0d0-837d-4ea9-a7ed-6a78d9bde940,9,2016
150.0,False,33.6542,-117.5221,d045584a-8838-4d64-91dc-3ebfbcd8e708,8,2016
150.0,True,35.61961,-120.39993,1d76ca50-aa10-4f90-bd99-a80bcf2eacce,5,2016
147.0,True,37.62215,-121.36665,86166c24-3a85-42e3-a53a-ebb1d935fb8a,8,2016
145.0,True,36.14161,-120.62048,e55dd16e-1712-4b97-a2f3-add0877b98cd,7,2016
140.0,True,0.0,0.0,380634ff-2fe6-48b0-a1f6-97a889551d2f,8,2016
139.0,True,33.476894,-117.140883,403e6185-c0e1-4b8f-a290-b50553a47b67,6,2016
138.0,True,35.60748,-118.94811,73083049-8bc2-4444-911b-f3d0812fb70c,7,2016
132.0,True,36.78769,-119.38248,f1769b9d-c522-4a0d-92a7-f9c8321b9f1d,5,2016
130.0,True,39.4403,-121.42647,b4940174-75d0-4f5e-b505-4a66c17a9157,9,2016
123.0,True,37.0099,-119.5792,a32de567-3d32-434a-9128-7947deaec3bb,7,2016
122.0,False,0.0,0.0,0539e095-5108-4b9a-8736-65772440e9e8,8,2016
120.0,True,37.17072,-121.42238,648cfdd4-f3f5-4faf-8ab1-a6f2cb5d9a6c,6,2016
114.0,True,37.41896,-121.79669,4c88252e-34a5-4912-a590-2c4539866c62,7,2016
112.0,True,39.595,-121.6008,5f422963-a30c-4cda-9427-7a0e028b6039,6,2016
103.0,True,37.25601,-119.65776,8e920d15-72f4-4e76-a3b4-22a364d6cf19,7,2016
100.0,True,40.0,-121.93923,8a4c92b3-c1aa-41e0-aaed-999d73f0a418,9,2016
100.0,True,0.0,0.0,40dec759-8a09-439c-8c95-14b4a248c033,8,2016
100.0,True,35.24504,-118.60344,f645bf93-57a3-4fdf-9544-d255f8311dc9,8,2016
100.0,True,0.0,0.0,e952af56-3233-4e53-b611-d437220ea750,8,2016
100.0,True,35.85093,-120.81081,947aab39-3d8a-4841-8fc3-d129d8bbf6a3,7,2016
100.0,True,32.9612,-116.7945,d96a2f4f-8e4d-4534-abe2-d90530e2bbc3,7,2016
95.0,True,5487.0,-120.841536,2a04ab08-1412-4a3d-b6b2-7e5fc48f99e5,7,2016
91.0,True,39.33035,-121.78973,5080eb51-53e5-4338-95ec-618efe2bd7d1,5,2016
88.0,True,39.79547,-121.71662,c55cc099-43f6-4a55-81b4-59ee03618511,8,2016
88.0,True,40.07846,-122.2071,f88a7291-9122-49fa-864d-b807fa360393,7,2016
88.0,True,38.86804,-121.37704,d570e949-a098-4af0-84a4-d70c4a0e89c9,6,2016
87.0,True,38.517772,-121.103642,fbe85bec-6399-442f-8a3f-ca4a25bb2b3b,7,2016
86.0,True,35.70821,-120.82266,42fbaa73-e3c8-44ac-bf83-a576be6a804f,6,2016
85.0,True,37.3228,-119.7738,8505d2db-7c6f-445e-9bff-407e99cac614,8,2016
85.0,True,37.927613,-120.528836,ffec404e-dea9-4175-8c50-8f2b0ca3efdd,5,2016
84.0,True,38.8866,-122.04726,b6b6ef56-0d7f-4c97-b072-74b712aa1e65,7,2016
83.0,True,0.0,0.0,a56880f1-16c0-4d23-8f5a-b9ac436694bb,6,2016
83.0,True,36.49914,-121.04993,fb7d6492-444e-420c-9111-0f8999d3af04,6,2016
80.0,True,40.19611,-122.26736,140161a1-ca06-448a-87f2-27e688b2d922,8,2016
80.0,True,0.0,0.0,3e9fd887-dc53-4d90-a8b4-492670fcab8f,7,2016
80.0,True,39.7947,-121.857,10a8344d-e2c6-4585-8094-bbb30e48db8c,6,2016
78.0,True,36.92244,-119.39619,69b7a19e-7be7-43c1-8779-c7110b22f552,7,2016
75.0,True,40.68192,-122.4096,47ee7239-2bc9-4794-8582-982a92fdda9f,9,2016
70.0,True,36.6543,-119.5327,2e8eb057-1d9a-41a7-ab9f-9b85ce3374c4,9,2016
70.0,True,36.2833,-121.3306,ae6a40fa-c0f3-460b-8e19-fbf4b5803bb8,6,2016
70.0,True,33.41639,-117.08829,c88af25d-aff4-4b20-9c58-0b819c8ae99a,5,2016
69.0,True,39.0863,-122.7891,6a75dc36-9f37-4c3a-870d-345f94a8104c,7,2016
65.0,True,38.40958,-122.43172,3135c367-1274-4cc4-9152-661f6fd7707e,10,2016
61.0,False,35.77135,-120.251,bae93037-2a91-4189-b256-3325cd2b6979,6,2016
57.0,True,38.33475,-122.02564,dc7637b2-fa97-47c7-bbce-c0fd1a015592,7,2016
57.0,True,37.98171,-120.64241,2dae3029-2d17-445a-9fac-e95345b179e0,7,2016
56.0,True,0.0,0.0,89ca911c-b44f-40d4-b10e-0a7ae0ca33b7,5,2016
52.0,True,36.1934,-120.9293,61556003-7789-4b9e-8f16-5563624b4621,6,2016
50.0,True,39.7299,-123.5044,2a2e0af5-24d7-4903-bab4-3705f5d788fb,9,2016
50.0,True,34.3183,-117.3189,324a3c48-efcc-4385-ab87-baf0b5e29b5d,9,2016
50.0,True,38.79549,-121.00299,f273dffb-e1eb-48dc-b0f9-908857e78095,7,2016
50.0,False,0.0,0.0,867bead0-b6a5-4ec4-a4de-83af2e854cd1,4,2016
49.0,True,39.43351,-121.6051,6b542aff-fa1b-46fc-b3da-26c1afdbc446,6,2016
47.0,True,39.20427,-121.05948,1f8b3267-c3bd-43f5-9733-2b30c97d45ee,9,2016
47.0,True,33.57872,-117.77395,c27c5212-1891-4105-86ee-9f97016ef159,6,2016
45.0,True,38.5212,-120.8416,0bf08653-1441-4e73-b24b-1296afb12b45,9,2016
45.0,True,36.09974,-120.51057,28b9dc5f-f9c0-41fb-81d6-8db562122f00,8,2016
45.0,True,34.27619,-118.63264,174608a2-14fd-4278-9811-cb7e5e5a3883,7,2016
43.0,True,39.93965,-122.40142,b1b2a50c-c131-4be2-9398-8adee38c1c19,6,2016
43.0,True,0.0,0.0,b5699308-b26c-4e76-9954-219b58468d8e,5,2016
42.0,True,0.0,0.0,17a944b9-c8b8-4486-8d71-89d713bd538b,7,2016
40.0,True,38.558,-121.1309,2d2aa30d-5c3f-4f46-97eb-54b63bec7f3a,9,2016
40.0,True,0.0,0.0,c531ed84-0c29-4d31-94cf-f48d71d96eed,8,2016
40.0,True,38.01264,-122.1885,416155ea-f8ff-43cf-abf0-e888584bf5bc,7,2016
38.0,False,39.39051,-120.51887,af8f8070-a3d6-4ca2-8e2b-6da1049a5bea,9,2016
38.0,True,37.24006,-119.4741,7066c984-1420-4c59-b175-9536da4c5d14,7,2016
36.0,True,39.8748511,-123.4267011,b44c3b1e-b243-455e-9ca9-9a1b5570e003,8,2016
